,block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
380,block39,cambena,CVC,CV,ca,nonword,mismatch,cam,cam,critical,1.0
381,block39,depite,CV,CV,ca,nonword,match,cam,dep,filler01,None
382,block39,neteno,CV,CV,ca,nonword,match,cam,net,filler02,None
383,block39,nenedo,CV,CV,ca,nonword,match,cam,nen,filler03,None
384,block39,dedioro,CV,CV,ca,nonword,match,cam,ded,filler04,None
385,block39,sobvondo,CVC,CV,ca,nonword,mismatch,cam,sob,filler05,None
386,block39,tunruja,CVC,CV,ca,nonword,mismatch,cam,tun,filler06,None
387,block39,sunsanso,CVC,CV,ca,nonword,mismatch,cam,sun,filler07,None
388,block39,sutmido,CVC,CV,ca,nonword,mismatch,cam,sut,filler08,None
389,block39,tituila,CV,CV,ca,nonword,match,cam,tit,filler09,None
