,block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
630,block64,palura,CV,CVC,pal,nonword,mismatch,pal,pal,critical,1.0
631,block64,bitero,CV,CVC,pal,nonword,mismatch,pal,bit,filler01,None
632,block64,tudala,CV,CVC,pal,nonword,mismatch,pal,tud,filler02,None
633,block64,fivancia,CV,CVC,pal,nonword,mismatch,pal,fiv,filler03,None
634,block64,turquma,CVC,CVC,pal,nonword,match,pal,tur,filler04,None
635,block64,ruspina,CVC,CVC,pal,nonword,match,pal,rus,filler05,None
636,block64,detnana,CVC,CVC,pal,nonword,match,pal,det,filler06,None
637,block64,tifencio,CV,CVC,pal,nonword,mismatch,pal,tif,filler07,None
638,block64,zurdado,CVC,CVC,pal,nonword,match,pal,zur,filler08,None
639,block64,sisluño,CVC,CVC,pal,nonword,match,pal,sis,filler09,None
