,block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
40,block05,balega,CV,CV,ba,nonword,match,bal,bal,critical,1.0
41,block05,soponso,CV,CV,ba,nonword,match,bal,sop,filler01,None
42,block05,zictencia,CVC,CV,ba,nonword,mismatch,bal,zic,filler02,None
43,block05,turjuma,CVC,CV,ba,nonword,mismatch,bal,tur,filler03,None
44,block05,cuntefa,CVC,CV,ba,nonword,mismatch,bal,cun,filler04,None
45,block05,cicaigo,CV,CV,ba,nonword,match,bal,cic,filler05,None
46,block05,soreto,CV,CV,ba,nonword,match,bal,sor,filler06,None
47,block05,dosbiente,CVC,CV,ba,nonword,mismatch,bal,dos,filler07,None
48,block05,fontama,CVC,CV,ba,nonword,mismatch,bal,fon,filler08,None
49,block05,decibio,CV,CV,ba,nonword,match,bal,dec,filler09,None
